playbook;techniques
p1096;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'MessageAuthentication'}]
p1097;[{'1': 'SenderReputationAnalysis'}, {'2': 'EmailFiltering'}, {'3': 'EmailRemoval'}, {'4': 'MessageAnalysis'}]
p109;[]
p10;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1100;[{'1': 'FileAnalysis'}, {'2': 'FileHashing'}, {'3': 'FileHashReputationAnalysis'}, {'4': 'FileContentAnalysis'}]
p1101;[{'1': 'FileAnalysis'}, {'2': 'FileHashing'}, {'3': 'FileHashReputationAnalysis'}, {'4': 'FileContentAnalysis'}]
p1102;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'MessageAuthentication'}]
p1103;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'MessageAuthentication'}]
p1104;[{'1': 'CredentialCompromiseScopeAnalysis'}, {'2': 'CredentialEviction'}, {'3': 'CredentialRevoking'}, {'4': 'CredentialRotation'}]
p1105;[{'1': 'CredentialCompromiseScopeAnalysis'}, {'2': 'CredentialEviction'}, {'3': 'CredentialRevoking'}, {'4': 'CredentialRotation'}]
p1106;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1107;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1108;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p110;[]
p1110;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1111;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1112;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1113;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1114;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1115;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1116;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1117;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1118;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p111;[]
p1120;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1121;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1122;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1123;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1124;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1125;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1126;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1127;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1128;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p112;[]
p1130;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1131;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1132;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1133;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1134;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1135;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1136;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1137;[{'1': 'RestoreNetworkAccess'}, {'2': 'RestoreUserAccountAccess'}, {'3': 'RestoreConfiguration'}, {'4': 'RestoreFile'}]
p1138;[{'1': 'URLReputationAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p113;[]
p1140;[{'1': 'FileAnalysis'}, {'2': 'DynamicAnalysis'}, {'3': 'FileHashing'}, {'4': 'FileHashReputationAnalysis'}]
p1141;[]
p1142;[]
p1143;[]
p1144;[]
p1145;[]
p1146;[]
p1147;[]
p1148;[]
p114;[]
p1150;[]
p1151;[]
p1152;[]
p1153;[]
p1154;[]
p1155;[]
p1156;[]
p1157;[]
p1158;[]
p115;[]
p1160;[]
p1161;[]
p1162;[]
p1163;[]
p1164;[]
p1165;[]
p1166;[]
p1167;[]
p1168;[]
p116;[]
p1170;[]
p1171;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p1172;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p1173;[{'1': 'UserBehaviorAnalysis'}, {'2': 'AccountLocking'}, {'3': 'CredentialRevoking'}, {'4': 'CredentialRotation'}]
p1174;[{'1': 'URLReputationAnalysis'}, {'2': 'DomainNameReputationAnalysis'}, {'3': 'ForwardResolutionDomainDenylisting'}, {'4': 'HierarchicalDomainDenylisting'}]
p1175;[{'1': 'SenderReputationAnalysis'}, {'2': 'EmailFiltering'}, {'3': 'EmailRemoval'}, {'4': 'SenderMTAReputationAnalysis'}]
p1176;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'ExecutableDenylisting'}, {'4': 'ExecutableAllowlisting'}]
p1177;[{'1': 'IPReputationAnalysis'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficFiltering'}]
p1178;[{'1': 'UserBehaviorAnalysis'}, {'2': 'AccountLocking'}, {'3': 'CredentialRevoking'}, {'4': 'CredentialRotation'}]
p117;[{'1': 'ProcessAnalysis'}, {'2': 'ProcessLineageAnalysis'}, {'3': 'ProcessSpawnAnalysis'}, {'4': 'ProcessEviction'}]
p1180;[{'1': 'ForwardResolutionDomainDenylisting'}, {'2': 'HierarchicalDomainDenylisting'}, {'3': 'InboundTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1181;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1182;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'ExecutableDenylisting'}, {'4': 'ExecutableAllowlisting'}]
p1183;[{'1': 'IPReputationAnalysis'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficFiltering'}]
p1184;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p1185;[{'1': 'AssetInventory'}, {'2': 'AssetVulnerabilityEnumeration'}, {'3': 'ConfigurationInventory'}, {'4': 'NetworkVulnerabilityAssessment'}]
p1186;[{'1': 'RestoreDiskImage'}, {'2': 'RestoreConfiguration'}, {'3': 'RestoreSoftware'}, {'4': 'RestoreUserAccountAccess'}]
p1187;[{'1': 'RestoreDiskImage'}, {'2': 'RestoreConfiguration'}, {'3': 'RestoreSoftware'}, {'4': 'RestoreUserAccountAccess'}]
p1188;[{'1': 'RestoreSoftware'}, {'2': 'ServiceBinaryVerification'}, {'3': 'SoftwareUpdate'}, {'4': 'SystemFileAnalysis'}]
p118;[]
p1190;[{'1': 'EndpointHealthBeacon'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemDaemonMonitoring'}]
p1191;[{'1': 'UserBehaviorAnalysis'}, {'2': 'AccountLocking'}, {'3': 'CredentialRevoking'}, {'4': 'CredentialRotation'}]
p1192;[{'1': 'MessageAnalysis'}, {'2': 'SenderReputationAnalysis'}, {'3': 'EmailFiltering'}, {'4': 'EmailRemoval'}]
p1193;[{'1': 'ForwardResolutionDomainDenylisting'}, {'2': 'HierarchicalDomainDenylisting'}, {'3': 'InboundTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1194;[{'1': 'ForwardResolutionDomainDenylisting'}, {'2': 'HierarchicalDomainDenylisting'}, {'3': 'InboundTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1195;[{'1': 'ForwardResolutionDomainDenylisting'}, {'2': 'HierarchicalDomainDenylisting'}, {'3': 'InboundTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1196;[{'1': 'ForwardResolutionDomainDenylisting'}, {'2': 'HierarchicalDomainDenylisting'}, {'3': 'InboundTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1197;[{'1': 'ForwardResolutionDomainDenylisting'}, {'2': 'HierarchicalDomainDenylisting'}, {'3': 'InboundTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p119;[]
p11;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1200;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1201;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'ExecutableDenylisting'}, {'4': 'ExecutableAllowlisting'}]
p1202;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'ExecutableDenylisting'}, {'4': 'ExecutableAllowlisting'}]
p1203;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'ExecutableDenylisting'}, {'4': 'ExecutableAllowlisting'}]
p1204;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'ExecutableDenylisting'}, {'4': 'ExecutableAllowlisting'}]
p1205;[{'1': 'IPReputationAnalysis'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficFiltering'}]
p1206;[{'1': 'IPReputationAnalysis'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficFiltering'}]
p1207;[{'1': 'IPReputationAnalysis'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficFiltering'}]
p1208;[{'1': 'IPReputationAnalysis'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficFiltering'}]
p120;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'URLReputationAnalysis'}]
p1210;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1211;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'ExecutableDenylisting'}, {'4': 'ExecutableAllowlisting'}]
p1212;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p1213;[{'1': 'IPReputationAnalysis'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficFiltering'}]
p1214;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p1215;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p1216;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p1217;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p1218;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p121;[{'1': 'SenderReputationAnalysis'}, {'2': 'SenderMTAReputationAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p12;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p139;[{'1': 'URLReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p149;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p159;[]
p169;[]
p179;[]
p189;[{'1': 'FileHashReputationAnalysis'}, {'2': 'FileHashing'}, {'3': 'FileAnalysis'}, {'4': 'FileContentAnalysis'}]
p199;[{'1': 'DynamicAnalysis'}, {'2': 'FileContentAnalysis'}, {'3': 'FileAnalysis'}, {'4': 'FileContentRules'}]
p209;[{'1': 'IdentifierActivityAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'OperationalRiskAssessment'}]
p219;[{'1': 'IdentifierActivityAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'OperationalRiskAssessment'}]
p229;[{'1': 'ConfigurationInventory'}, {'2': 'RestoreConfiguration'}, {'3': 'RestoreSoftware'}, {'4': 'RestoreObject'}]
p239;[{'1': 'FileHashReputationAnalysis'}, {'2': 'FileHashing'}, {'3': 'FileAnalysis'}, {'4': 'FileContentAnalysis'}]
p249;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'MessageHardening'}]
p259;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'IdentifierActivityAnalysis'}]
p269;[{'1': 'Multi-factorAuthentication'}, {'2': 'AuthenticationEventThresholding'}, {'3': 'UserBehaviorAnalysis'}, {'4': 'UserGeolocationLogonPatternAnalysis'}]
p279;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'UserAccountPermissions'}, {'4': 'UserBehaviorAnalysis'}]
p289;[]
p298;[]
p299;[]
p309;[{'1': 'NetworkTrafficFiltering'}, {'2': 'NetworkTrafficPolicyMapping'}, {'3': 'NetworkVulnerabilityAssessment'}, {'4': 'IPReputationAnalysis'}]
p319;[]
p329;[{'1': 'FileAnalysis'}, {'2': 'FileContentAnalysis'}, {'3': 'FileContentRules'}, {'4': 'FileHashing'}]
p339;[]
